,No local opt,std,,w/ local opt,std
4,3.86726,0.0722973,2,2.83311,0.000770895
4,3.86726,0.0722973,2,2.83311,0.000770895
4,3.86726,0.0722973,2,2.83311,0.000770895
4,3.86726,0.0722973,2,2.83311,0.000770895
4,3.86726,0.0722973,2,2.83311,0.000770895
4,3.86726,0.0722973,2,2.83311,0.000770895
4,3.86726,0.0722973,2,2.83311,0.000770895
4,3.86726,0.0722973,2,2.83311,0.000770895
4,3.86726,0.0722973,2,2.83311,0.000770895
4,3.86613,0.0729577,3,3.52167,0.94873
4,3.86613,0.0729577,3,3.27674,0.394126
4,3.86613,0.0729577,3,3.27674,0.394126
4,3.86613,0.0729577,3,3.27674,0.394126
4,3.86613,0.0729577,3,3.27674,0.394126
4,3.86613,0.0729577,4,3.61187,0.632534
4,3.86613,0.0729577,4,3.32353,0.302163
4,3.86613,0.0729577,4,3.32353,0.302163
4,3.86613,0.0729577,4,3.32353,0.302163
4,3.86613,0.0729577,4,3.32353,0.302163
5,3.86819,0.0583831,4,3.32353,0.302163
5,3.86819,0.0583831,4,3.32353,0.302163
5,3.86819,0.0583831,5,3.28458,0.2478
5,3.86819,0.0583831,5,3.15957,0.349274
5,3.86819,0.0583831,5,3.15957,0.349274
5,3.86819,0.0583831,5,3.15957,0.349274
5,3.86819,0.0583831,5,3.15957,0.349274
5,3.86819,0.0583831,5,3.15957,0.349274
5,3.86819,0.0583831,5,3.15957,0.349274
5,3.86819,0.0583831,5,3.15957,0.349274
6,3.69631,0.146558,7,3.25237,0.272875
6,3.69631,0.146558,7,3.06047,0.274039
6,3.69631,0.146558,7,3.06047,0.274039
6,3.69631,0.146558,7,3.06047,0.274039
6,3.69631,0.146558,7,3.06047,0.274039
6,3.69631,0.146558,7,3.06047,0.274039
6,3.69631,0.146558,7,3.06047,0.274039
6,3.69631,0.146558,7,3.06047,0.274039
6,3.69631,0.146558,7,3.06047,0.274039
6,3.69631,0.146558,7,3.06047,0.274039
6,3.69631,0.146558,7,3.06047,0.274039
6,3.69631,0.146558,7,3.06047,0.274039
6,3.69631,0.146558,7,3.06047,0.274039
6,3.69631,0.146558,7,3.06047,0.274039
6,3.69631,0.146558,7,3.06047,0.274039
6,3.69631,0.146558,7,3.06047,0.274039
6,3.52748,0.22825,7,3.06047,0.274039
6,3.52748,0.22825,7,3.06047,0.274039
6,3.52748,0.22825,7,3.06047,0.274039
6,3.52748,0.22825,7,3.06047,0.274039
8,3.71843,0.312266,8,3.07873,0.242118
8,3.71843,0.312266,8,3.01906,0.251787
8,3.71843,0.312266,8,3.01906,0.251787
8,3.71843,0.312266,8,3.01906,0.251787
8,3.71843,0.312266,8,3.01906,0.251787
8,3.71843,0.312266,8,3.01906,0.251787
8,3.71843,0.312266,8,3.01906,0.251787
8,3.71843,0.312266,8,3.01906,0.251787
8,3.66781,0.236167,8,3.01906,0.251787
8,3.66781,0.236167,8,3.01906,0.251787
8,3.66781,0.236167,8,3.01906,0.251787
8,3.66781,0.236167,8,3.01906,0.251787
8,3.66781,0.236167,8,3.01906,0.251787
8,3.66781,0.236167,8,3.01906,0.251787
8,3.66781,0.236167,8,3.01906,0.251787
8,3.66781,0.236167,8,3.01906,0.251787
8,3.66781,0.236167,8,3.01906,0.251787
8,3.66781,0.236167,8,3.01906,0.251787
8,3.66781,0.236167,8,3.01906,0.251787
8,3.66781,0.236167,8,3.01906,0.251787
8,3.65998,0.227602,8,3.01906,0.251787
8,3.65998,0.227602,8,3.01906,0.251787
8,3.65998,0.227602,8,3.01906,0.251787
8,3.65998,0.227602,8,3.01906,0.251787
8,3.65998,0.227602,8,3.01906,0.251787
8,3.65998,0.227602,8,3.01906,0.251787
8,3.65998,0.227602,8,3.01906,0.251787
8,3.65998,0.227602,8,3.01906,0.251787
8,3.65998,0.227602,8,3.01906,0.251787
8,3.65998,0.227602,8,3.01906,0.251787
8,3.65998,0.227602,8,3.01906,0.251787
8,3.65998,0.227602,8,3.01906,0.251787
8,3.65998,0.227602,8,3.01906,0.251787
8,3.65998,0.227602,8,3.01906,0.251787
8,3.65998,0.227602,8,3.01906,0.251787
8,3.65998,0.227602,8,3.01906,0.251787
8,3.65998,0.227602,8,3.01906,0.251787
8,3.65998,0.227602,8,3.01906,0.251787
8,3.65998,0.227602,8,3.01906,0.251787
8,3.65998,0.227602,8,3.01906,0.251787
8,3.58987,0.235957,8,2.98908,0.270892
8,3.58987,0.235957,8,2.95742,0.304732
8,3.58987,0.235957,8,2.95742,0.304732
8,3.58987,0.235957,8,2.95742,0.304732
8,3.58987,0.235957,8,2.95742,0.304732
8,3.58987,0.235957,8,2.95742,0.304732
8,3.58987,0.235957,8,2.95742,0.304732
8,3.58987,0.235957,8,2.95742,0.304732
8,3.58987,0.235957,8,2.95742,0.304732
8,3.58987,0.235957,8,2.95742,0.304732
8,3.58987,0.235957,8,2.95742,0.304732
8,3.58987,0.235957,8,2.95742,0.304732
8,3.58987,0.235957,8,2.95742,0.304732
8,3.58987,0.235957,8,2.95742,0.304732
8,3.58987,0.235957,8,2.95742,0.304732
8,3.58987,0.235957,8,2.95742,0.304732
8,3.58987,0.235957,8,2.95742,0.304732
8,3.58987,0.235957,8,2.95742,0.304732
8,3.58987,0.235957,8,2.95742,0.304732
8,3.58987,0.235957,8,2.95742,0.304732
10,3.48257,0.232032,8,2.95742,0.304732
10,3.48257,0.232032,8,2.95742,0.304732
10,3.48257,0.232032,8,2.95742,0.304732
10,3.48257,0.232032,8,2.95742,0.304732
10,3.48257,0.232032,8,2.95742,0.304732
10,3.48257,0.232032,8,2.95742,0.304732
10,3.48257,0.232032,8,2.95742,0.304732
10,3.48257,0.232032,8,2.95742,0.304732
10,3.48257,0.232032,8,2.95742,0.304732
10,3.48257,0.232032,8,2.95742,0.304732
10,3.48257,0.232032,8,2.95742,0.304732
10,3.48257,0.232032,8,2.95742,0.304732
10,3.48257,0.232032,8,2.95742,0.304732
10,3.48257,0.232032,8,2.95742,0.304732
10,3.48257,0.232032,8,2.95742,0.304732
10,3.48257,0.232032,8,2.95742,0.304732
10,3.48257,0.232032,8,2.95742,0.304732
10,3.48257,0.232032,8,2.95742,0.304732
10,3.48257,0.232032,8,2.95742,0.304732
10,3.48257,0.232032,8,2.95742,0.304732
10,3.48159,0.230879,8,2.9208,0.325107
10,3.48159,0.230879,8,2.90918,0.335491
10,3.46423,0.255158,8,2.90918,0.335491
10,3.46423,0.255158,8,2.90918,0.335491
10,3.46423,0.255158,8,2.90918,0.335491
10,3.46423,0.255158,8,2.90918,0.335491
10,3.46423,0.255158,8,2.90918,0.335491
10,3.46423,0.255158,8,2.90918,0.335491
10,3.46423,0.255158,8,2.90918,0.335491
10,3.46423,0.255158,8,2.90918,0.335491
10,3.46423,0.255158,8,2.90918,0.335491
10,3.46423,0.255158,8,2.90918,0.335491
10,3.46423,0.255158,8,2.90918,0.335491
10,3.46423,0.255158,8,2.90918,0.335491
10,3.46423,0.255158,8,2.90918,0.335491
10,3.46423,0.255158,8,2.90918,0.335491
10,3.43803,0.259795,8,2.90918,0.335491
10,3.43803,0.259795,8,2.90918,0.335491
10,3.43803,0.259795,8,2.90918,0.335491
10,3.43803,0.259795,8,2.90918,0.335491
10,3.37021,0.257348,8,2.89821,0.308803
10,3.37021,0.257348,8,2.86589,0.239958
10,3.37021,0.257348,8,2.86589,0.239958
10,3.37021,0.257348,8,2.86589,0.239958
10,3.37021,0.257348,8,2.86589,0.239958
10,3.37021,0.257348,8,2.86589,0.239958
10,3.37021,0.257348,8,2.86589,0.239958
10,3.37021,0.257348,8,2.86589,0.239958
10,3.37021,0.257348,8,2.86589,0.239958
10,3.37021,0.257348,9,2.95139,0.271774
10,3.37021,0.257348,9,2.892,0.218749
10,3.37021,0.257348,9,2.892,0.218749
10,3.29979,0.1823,9,2.892,0.218749
10,3.29979,0.1823,9,2.892,0.218749
10,3.29979,0.1823,9,2.892,0.218749
10,3.29979,0.1823,9,2.892,0.218749
10,3.29979,0.1823,9,2.892,0.218749
10,3.29979,0.1823,9,2.892,0.218749
10,3.29979,0.1823,9,2.892,0.218749
10,3.29979,0.1823,9,2.892,0.218749
10,3.27104,0.167437,9,2.892,0.218749
10,3.27104,0.167437,9,2.87633,0.223032
10,3.27104,0.167437,9,2.85813,0.232936
10,3.27104,0.167437,9,2.85813,0.232936
10,3.27104,0.167437,9,2.85813,0.232936
10,3.27104,0.167437,9,2.85813,0.232936
10,3.27104,0.167437,9,2.85813,0.232936
10,3.27104,0.167437,9,2.85813,0.232936
10,3.27104,0.167437,9,2.85813,0.232936
10,3.27104,0.167437,9,2.85813,0.232936
10,3.27104,0.167437,9,2.85813,0.232936
10,3.27104,0.167437,9,2.85813,0.232936
10,3.27104,0.167437,9,2.85813,0.232936
10,3.27104,0.167437,9,2.85813,0.232936
10,3.27104,0.167437,9,2.85813,0.232936
10,3.27104,0.167437,9,2.85813,0.232936
10,3.27104,0.167437,9,2.85813,0.232936
10,3.27104,0.167437,9,2.85813,0.232936
10,3.27104,0.167437,9,2.85813,0.232936
10,3.27104,0.167437,9,2.84085,0.239781
10,3.25679,0.161859,9,2.80839,0.265556
10,3.25679,0.161859,9,2.80839,0.265556
10,3.25679,0.161859,9,2.80839,0.265556
10,3.25679,0.161859,9,2.80839,0.265556
10,3.25679,0.161859,9,2.80839,0.265556
10,3.25679,0.161859,9,2.80839,0.265556
10,3.25679,0.161859,9,2.80839,0.265556
10,3.25679,0.161859,9,2.80839,0.265556
10,3.25679,0.161859,9,2.80839,0.265556
10,3.25679,0.161859,9,2.80839,0.265556
10,3.25679,0.161859,9,2.80839,0.265556
10,3.25679,0.161859,9,2.80839,0.265556
10,3.25679,0.161859,9,2.80839,0.265556
10,3.25679,0.161859,9,2.80839,0.265556
10,3.25679,0.161859,9,2.80839,0.265556
10,3.25679,0.161859,9,2.80839,0.265556
10,3.25679,0.161859,9,2.80839,0.265556
10,3.25679,0.161859,9,2.80839,0.265556
10,3.25679,0.161859,9,2.80839,0.265556
10,3.25679,0.161859,9,2.80839,0.265556
10,3.25559,0.16156,9,2.80839,0.265556
10,3.22515,0.161484,9,2.80839,0.265556
10,3.22515,0.161484,9,2.80839,0.265556
10,3.22515,0.161484,9,2.80839,0.265556
10,3.22515,0.161484,9,2.80839,0.265556
10,3.22515,0.161484,9,2.80839,0.265556
10,3.12577,0.0976414,9,2.80839,0.265556
10,3.12577,0.0976414,9,2.80839,0.265556
10,3.12577,0.0976414,9,2.80839,0.265556
10,3.12577,0.0976414,9,2.80839,0.265556
10,3.12577,0.0976414,9,2.80839,0.265556
10,3.12577,0.0976414,9,2.80839,0.265556
10,3.12577,0.0976414,9,2.80839,0.265556
10,3.12577,0.0976414,9,2.80839,0.265556
10,3.12577,0.0976414,9,2.80839,0.265556
10,3.12577,0.0976414,9,2.80839,0.265556
10,3.12577,0.0976414,9,2.79731,0.277522
10,3.12577,0.0976414,9,2.77789,0.303251
10,3.12577,0.0976414,9,2.77789,0.303251
10,3.12577,0.0976414,9,2.77789,0.303251
10,3.12036,0.0986949,9,2.77789,0.303251
10,3.12036,0.0986949,9,2.77789,0.303251
10,3.12036,0.0986949,9,2.77789,0.303251
10,3.12036,0.0986949,9,2.77789,0.303251
10,3.12036,0.0986949,9,2.77789,0.303251
10,3.11257,0.101326,9,2.77789,0.303251
10,3.11257,0.101326,9,2.77789,0.303251
10,3.11257,0.101326,9,2.77789,0.303251
10,3.11257,0.101326,9,2.77789,0.303251
10,3.11257,0.101326,9,2.77789,0.303251
10,3.11257,0.101326,9,2.77789,0.303251
10,3.11257,0.101326,9,2.77789,0.303251
10,3.11257,0.101326,9,2.77789,0.303251
10,3.11257,0.101326,9,2.77789,0.303251
10,3.11257,0.101326,9,2.77789,0.303251
10,3.11257,0.101326,9,2.77789,0.303251
10,3.11257,0.101326,9,2.77789,0.303251
10,3.11257,0.101326,9,2.77789,0.303251
10,3.11257,0.101326,9,2.77789,0.303251
10,3.11257,0.101326,9,2.77789,0.303251
10,3.11257,0.101326,9,2.77789,0.303251
10,3.11257,0.101326,9,2.77789,0.303251
10,3.11257,0.101326,9,2.77789,0.303251
10,3.11257,0.101326,9,2.77789,0.303251
10,3.11257,0.101326,9,2.77789,0.303251
10,3.11257,0.101326,9,2.77789,0.303251
10,3.11257,0.101326,9,2.77789,0.303251
10,3.11257,0.101326,9,2.77789,0.303251
10,3.11257,0.101326,9,2.77789,0.303251
10,3.11257,0.101326,9,2.77789,0.303251
10,3.11257,0.101326,9,2.77789,0.303251
10,3.11257,0.101326,9,2.77789,0.303251
10,3.11257,0.101326,9,2.77789,0.303251
10,3.11257,0.101326,9,2.77789,0.303251
10,3.11257,0.101326,9,2.77789,0.303251
10,3.11257,0.101326,9,2.77789,0.303251
10,3.11257,0.101326,9,2.77789,0.303251
10,3.11257,0.101326,9,2.77789,0.303251
10,3.11257,0.101326,9,2.77789,0.303251
10,3.11257,0.101326,9,2.77789,0.303251
10,3.11224,0.101336,9,2.77789,0.303251
10,3.11224,0.101336,9,2.77789,0.303251
10,3.11224,0.101336,9,2.77789,0.303251
10,3.11224,0.101336,9,2.77789,0.303251
10,3.11224,0.101336,9,2.77789,0.303251
10,3.11224,0.101336,9,2.77789,0.303251
10,3.11224,0.101336,9,2.77789,0.303251
10,3.11224,0.101336,9,2.77789,0.303251
10,3.11224,0.101336,9,2.77789,0.303251
10,3.11224,0.101336,9,2.77789,0.303251
10,3.11224,0.101336,9,2.77789,0.303251
10,3.11224,0.101336,9,2.77789,0.303251
10,3.11224,0.101336,9,2.77789,0.303251
10,3.11224,0.101336,9,2.77789,0.303251
10,3.11224,0.101336,9,2.77789,0.303251
10,3.11224,0.101336,9,2.77789,0.303251
10,3.11224,0.101336,9,2.77789,0.303251
10,3.11224,0.101336,9,2.77789,0.303251
10,3.11224,0.101336,9,2.77789,0.303251
10,3.11224,0.101336,9,2.77789,0.303251
10,2.99953,0.101699,9,2.77776,0.303165
10,2.99953,0.101699,9,2.77116,0.299265
10,2.99953,0.101699,9,2.77116,0.299265
10,2.99953,0.101699,9,2.77116,0.299265
10,2.99953,0.101699,9,2.77116,0.299265
10,2.99953,0.101699,9,2.77116,0.299265
10,2.99953,0.101699,9,2.77116,0.299265
10,2.99953,0.101699,9,2.77116,0.299265
10,2.99953,0.101699,9,2.77116,0.299265
10,2.99953,0.101699,9,2.77116,0.299265
10,2.99953,0.101699,9,2.77116,0.299265
10,2.99953,0.101699,9,2.77116,0.299265
10,2.99953,0.101699,9,2.77116,0.299265
10,2.99953,0.101699,9,2.77116,0.299265
10,2.99953,0.101699,9,2.77116,0.299265
10,2.99953,0.101699,9,2.77116,0.299265
10,2.99953,0.101699,9,2.77116,0.299265
10,2.99953,0.101699,9,2.77116,0.299265
10,2.99953,0.101699,9,2.77116,0.299265
10,2.99953,0.101699,9,2.77116,0.299265
10,2.99941,0.101677,9,2.77095,0.299377
10,2.99941,0.101677,9,2.7702,0.299769
10,2.99941,0.101677,9,2.7702,0.299769
10,2.99941,0.101677,9,2.7702,0.299769
10,2.99941,0.101677,9,2.7702,0.299769
10,2.99941,0.101677,9,2.7702,0.299769
10,2.99941,0.101677,9,2.7702,0.299769
10,2.99941,0.101677,9,2.7702,0.299769
10,2.99941,0.101677,9,2.7702,0.299769
10,2.99941,0.101677,9,2.7702,0.299769
10,2.99941,0.101677,9,2.7702,0.299769
10,2.99941,0.101677,9,2.7702,0.299769
10,2.99941,0.101677,9,2.7702,0.299769
10,2.99941,0.101677,9,2.7702,0.299769
10,2.99941,0.101677,9,2.7702,0.299769
10,2.99941,0.101677,9,2.7702,0.299769
10,2.99941,0.101677,9,2.7702,0.299769
10,2.99941,0.101677,9,2.7702,0.299769
10,2.99941,0.101677,9,2.7702,0.299769
10,2.99941,0.101677,9,2.7702,0.299769
10,2.99941,0.101677,9,2.7383,0.266018
10,2.99941,0.101677,9,2.71925,0.252497
10,2.99941,0.101677,9,2.71925,0.252497
10,2.99941,0.101677,9,2.71925,0.252497
10,2.99941,0.101677,9,2.71925,0.252497
10,2.99941,0.101677,9,2.71925,0.252497
10,2.99941,0.101677,9,2.71925,0.252497
10,2.99941,0.101677,9,2.71925,0.252497
10,2.99941,0.101677,9,2.71925,0.252497
10,2.99859,0.102197,9,2.71925,0.252497
10,2.99859,0.102197,9,2.71925,0.252497
10,2.99859,0.102197,9,2.71925,0.252497
10,2.99666,0.103472,9,2.71925,0.252497
10,2.99666,0.103472,9,2.71925,0.252497
10,2.99666,0.103472,9,2.71925,0.252497
10,2.99666,0.103472,9,2.71925,0.252497
10,2.99666,0.103472,9,2.71925,0.252497
10,2.99666,0.103472,9,2.71925,0.252497
10,2.99666,0.103472,9,2.71925,0.252497
10,2.99666,0.103472,9,2.71925,0.252497
10,2.96933,0.105019,9,2.71925,0.252497
10,2.96933,0.105019,9,2.71925,0.252497
10,2.96529,0.10769,9,2.71925,0.252497
10,2.96529,0.10769,9,2.71925,0.252497
10,2.96529,0.10769,9,2.71925,0.252497
10,2.96529,0.10769,9,2.71925,0.252497
10,2.96529,0.10769,9,2.71925,0.252497
10,2.96529,0.10769,9,2.71925,0.252497
10,2.96529,0.10769,9,2.71925,0.252497
10,2.96529,0.10769,9,2.71925,0.252497
10,2.96529,0.10769,9,2.71925,0.252497
10,2.96529,0.10769,9,2.71925,0.252497
10,2.96529,0.10769,9,2.71925,0.252497
10,2.96529,0.10769,9,2.71925,0.252497
10,2.96529,0.10769,9,2.71925,0.252497
10,2.96529,0.10769,9,2.71925,0.252497
10,2.96529,0.10769,9,2.71925,0.252497
10,2.96529,0.10769,9,2.71925,0.252497
10,2.96529,0.10769,9,2.71925,0.252497
10,2.96529,0.10769,9,2.71925,0.252497
10,2.90176,0.151947,9,2.71925,0.252497
10,2.89543,0.152083,9,2.71925,0.252497
10,2.89543,0.152083,9,2.71925,0.252497
10,2.89543,0.152083,9,2.71925,0.252497
10,2.89543,0.152083,9,2.71925,0.252497
10,2.89543,0.152083,9,2.71925,0.252497
10,2.89543,0.152083,9,2.71925,0.252497
10,2.89543,0.152083,9,2.71925,0.252497
10,2.89543,0.152083,9,2.71925,0.252497
10,2.87026,0.180566,9,2.71925,0.252497
10,2.87026,0.180566,9,2.71925,0.252497
10,2.87026,0.180566,9,2.71925,0.252497
10,2.87026,0.180566,9,2.71925,0.252497
10,2.87026,0.180566,9,2.71925,0.252497
10,2.87026,0.180566,9,2.71925,0.252497
10,2.87026,0.180566,9,2.71925,0.252497
10,2.87026,0.180566,9,2.71925,0.252497
10,2.87026,0.180566,9,2.71925,0.252497
10,2.87026,0.180566,9,2.71925,0.252497
10,2.87026,0.180566,9,2.71925,0.252497
10,2.87026,0.180566,9,2.71358,0.255191
10,2.87026,0.180566,9,2.69238,0.269814
10,2.87026,0.180566,9,2.69238,0.269814
10,2.87026,0.180566,9,2.69238,0.269814
10,2.87026,0.180566,9,2.69238,0.269814
10,2.87026,0.180566,9,2.69238,0.269814
10,2.87026,0.180566,9,2.69238,0.269814
10,2.87026,0.180566,9,2.69238,0.269814
10,2.87026,0.180566,9,2.69238,0.269814
10,2.85356,0.184467,9,2.69238,0.269814
10,2.85356,0.184467,9,2.69238,0.269814
10,2.85356,0.184467,9,2.69238,0.269814
10,2.85356,0.184467,9,2.69238,0.269814
10,2.85356,0.184467,9,2.69238,0.269814
10,2.85356,0.184467,9,2.69238,0.269814
10,2.85356,0.184467,9,2.69238,0.269814
10,2.85356,0.184467,9,2.69238,0.269814
10,2.85356,0.184467,9,2.69238,0.269814
10,2.85356,0.184467,9,2.69238,0.269814
10,2.85356,0.184467,9,2.69238,0.269814
10,2.85345,0.184508,9,2.69238,0.269814
10,2.85345,0.184508,9,2.69238,0.269814
10,2.85345,0.184508,9,2.69238,0.269814
10,2.85345,0.184508,9,2.69238,0.269814
10,2.85345,0.184508,9,2.69238,0.269814
10,2.85345,0.184508,9,2.69238,0.269814
10,2.85345,0.184508,9,2.69238,0.269814
10,2.85345,0.184508,9,2.69238,0.269814
10,2.85345,0.184508,9,2.69238,0.269814
10,2.85345,0.184508,9,2.69238,0.269814
10,2.85345,0.184508,9,2.69238,0.269814
10,2.85345,0.184508,9,2.69238,0.269814
10,2.85345,0.184508,9,2.69238,0.269814
10,2.85345,0.184508,9,2.69238,0.269814
10,2.85345,0.184508,9,2.69238,0.269814
10,2.85345,0.184508,9,2.69238,0.269814
10,2.85345,0.184508,9,2.69238,0.269814
10,2.85345,0.184508,9,2.69238,0.269814
10,2.85345,0.184508,9,2.69238,0.269814
10,2.85345,0.184508,9,2.69238,0.269814
10,2.85331,0.184695,9,2.69238,0.269814
10,2.85331,0.184695,9,2.69238,0.269814
10,2.85331,0.184695,9,2.69238,0.269814
10,2.85331,0.184695,9,2.69238,0.269814
10,2.85331,0.184695,9,2.69238,0.269814
10,2.85331,0.184695,9,2.69238,0.269814
10,2.85331,0.184695,9,2.69238,0.269814
