time,reflex_col_with_moving_base_cmx,reflex_col_with_moving_base_cmy,reflex_col_with_moving_base_cmz,reflex_col_with_moving_base_q[Link 0],reflex_col_with_moving_base_q[Link 1],reflex_col_with_moving_base_q[Link 2],reflex_col_with_moving_base_q[Link 3],reflex_col_with_moving_base_q[Link 4],reflex_col_with_moving_base_q[Link 5],reflex_col_with_moving_base_q[reflex:base],reflex_col_with_moving_base_q[reflex:pad],reflex_col_with_moving_base_q[reflex:swivel_1],reflex_col_with_moving_base_q[reflex:proximal_1],reflex_col_with_moving_base_q[reflex:distal_1],reflex_col_with_moving_base_q[reflex:distal_pad_1],reflex_col_with_moving_base_q[reflex:proximal_pad_1],reflex_col_with_moving_base_q[reflex:swivel_2],reflex_col_with_moving_base_q[reflex:proximal_2],reflex_col_with_moving_base_q[reflex:distal_2],reflex_col_with_moving_base_q[reflex:distal_pad_2],reflex_col_with_moving_base_q[reflex:proximal_pad_2],reflex_col_with_moving_base_q[reflex:proximal_3],reflex_col_with_moving_base_q[reflex:distal_3],reflex_col_with_moving_base_q[reflex:distal_pad_3],reflex_col_with_moving_base_q[reflex:proximal_pad_3],reflex_col_with_moving_base_dq[Link 0],reflex_col_with_moving_base_dq[Link 1],reflex_col_with_moving_base_dq[Link 2],reflex_col_with_moving_base_dq[Link 3],reflex_col_with_moving_base_dq[Link 4],reflex_col_with_moving_base_dq[Link 5],reflex_col_with_moving_base_dq[reflex:base],reflex_col_with_moving_base_dq[reflex:pad],reflex_col_with_moving_base_dq[reflex:swivel_1],reflex_col_with_moving_base_dq[reflex:proximal_1],reflex_col_with_moving_base_dq[reflex:distal_1],reflex_col_with_moving_base_dq[reflex:distal_pad_1],reflex_col_with_moving_base_dq[reflex:proximal_pad_1],reflex_col_with_moving_base_dq[reflex:swivel_2],reflex_col_with_moving_base_dq[reflex:proximal_2],reflex_col_with_moving_base_dq[reflex:distal_2],reflex_col_with_moving_base_dq[reflex:distal_pad_2],reflex_col_with_moving_base_dq[reflex:proximal_pad_2],reflex_col_with_moving_base_dq[reflex:proximal_3],reflex_col_with_moving_base_dq[reflex:distal_3],reflex_col_with_moving_base_dq[reflex:distal_pad_3],reflex_col_with_moving_base_dq[reflex:proximal_pad_3],reflex_col_with_moving_base_t[0],reflex_col_with_moving_base_t[0],reflex_col_with_moving_base_t[0],reflex_col_with_moving_base_t[0],reflex_col_with_moving_base_t[0],reflex_col_with_moving_base_t[0],reflex_col_with_moving_base_t[0],reflex_col_with_moving_base_t[0],reflex_col_with_moving_base_t[0],reflex_col_with_moving_base_t[0],reflex_col_with_moving_base_t[0],reflex_col_with_moving_base_t[0],reflex_col_with_moving_base_t[0],reflex_col_with_moving_base_q[q[0]],reflex_col_with_moving_base_q[q[1]],reflex_col_with_moving_base_q[q[2]],reflex_col_with_moving_base_q[q[3]],reflex_col_with_moving_base_q[q[4]],reflex_col_with_moving_base_q[q[5]],reflex_col_with_moving_base_q[q[6]],reflex_col_with_moving_base_q[q[7]],reflex_col_with_moving_base_q[q[8]],reflex_col_with_moving_base_q[q[9]],reflex_col_with_moving_base_q[q[10]],reflex_col_with_moving_base_q[q[11]],reflex_col_with_moving_base_q[q[12]],reflex_col_with_moving_base_q[q[13]],reflex_col_with_moving_base_q[q[14]],reflex_col_with_moving_base_q[q[15]],reflex_col_with_moving_base_q[q[16]],reflex_col_with_moving_base_q[q[17]],reflex_col_with_moving_base_q[q[18]],reflex_col_with_moving_base_q[q[19]],reflex_col_with_moving_base_q[q[20]],reflex_col_with_moving_base_q[q[21]],reflex_col_with_moving_base_dq[dq[0]],reflex_col_with_moving_base_dq[dq[1]],reflex_col_with_moving_base_dq[dq[2]],reflex_col_with_moving_base_dq[dq[3]],reflex_col_with_moving_base_dq[dq[4]],reflex_col_with_moving_base_dq[dq[5]],reflex_col_with_moving_base_dq[dq[6]],reflex_col_with_moving_base_dq[dq[7]],reflex_col_with_moving_base_dq[dq[8]],reflex_col_with_moving_base_dq[dq[9]],reflex_col_with_moving_base_dq[dq[10]],reflex_col_with_moving_base_dq[dq[11]],reflex_col_with_moving_base_dq[dq[12]],reflex_col_with_moving_base_dq[dq[13]],reflex_col_with_moving_base_dq[dq[14]],reflex_col_with_moving_base_dq[dq[15]],reflex_col_with_moving_base_dq[dq[16]],reflex_col_with_moving_base_dq[dq[17]],reflex_col_with_moving_base_dq[dq[18]],reflex_col_with_moving_base_dq[dq[19]],reflex_col_with_moving_base_dq[dq[20]],reflex_col_with_moving_base_dq[dq[21]],cmd_setpoint1,cmd_setpoint2,cmd_setpoint3,cmd_setpoint4,tendon_length1,tendon_length2,tendon_length3
2.65,0.0143724283198,-0.000345404215142,0.15101611206,0.000127685257069,-1.09025888421e-05,0.131349945636,0.000466754409361,0.000130140077609,6.28310386294,0.0,0.0,0.00044765874038,0.331869047574,3.42974006455,0.0,0.0,-4.25539765576e-05,0.308997408713,0.18385866632,0.0,0.0,0.309167724265,0.183918620684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.64174926399,0.0547909494532,16.2967985949,-0.233973786188,-0.0653699519557,0.0408290766742,-0.000780195946234,-0.0743452378683,1.42672262132,0.0400129564357,-0.0919293331601,0.0391613786743,-0.0919593103418,0.000127688984638,-1.09026143811e-05,0.130726300373,0.000466756515422,0.000130138818324,6.28310386258,0.0,0.0,0.000447658758327,0.331869048341,3.42974137497,0.0,0.0,-4.255395109e-05,0.308997408727,0.183910903244,0.0,0.0,0.309167724287,0.183972073846,0.0,0.0,-4.1651071381e-07,2.84529064794e-09,0.0618708052783,-2.33664521879e-07,1.91461925006e-07,4.1636461414e-08,0.0,0.0,-1.99503956046e-09,-9.23917101768e-08,-9.42470344789e-08,0.0,0.0,-2.83055120925e-09,-4.52113732071e-09,-0.0359536471454,0.0,0.0,-5.31794883603e-09,-0.0362662721482,0.0,0.0,0.792744479495,0.792744479495,0.792744479495,0.0,0.0216598422697,0.0214139721438,0.0214158030361
2.66,0.0143724130823,-0.000345404234638,0.151579893862,0.000127681115726,-1.09025604482e-05,0.131998485154,0.000466752069695,0.000130140995002,6.28310386333,0.0,0.0,0.000447658720444,0.331869046784,3.42971746386,0.0,0.0,-4.25540048452e-05,0.308997408787,0.183858665327,0.0,0.0,0.309167724331,0.18391861969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.641741466686,0.0547918975756,20.9417874648,-0.233974950753,-0.065370790143,0.0408292971385,-0.000780195959525,-0.0743452339203,1.42673392166,0.0400129560642,-0.0919293326635,0.039161378345,-0.091959309845,0.000127684841834,-1.09025860031e-05,0.131419990363,0.000466754175366,0.000130140182872,6.28310386298,0.0,0.0,0.000447658738386,0.331869047493,3.42974006445,0.0,0.0,-4.25539793865e-05,0.308997408718,0.18385866622,0.0,0.0,0.309167724269,0.183918620584,0.0,0.0,-4.15235085778e-07,2.83908148459e-09,0.070044726904,-2.339952473e-07,1.05262264615e-07,3.87667065581e-08,0.0,0.0,-1.99372413515e-09,-8.08425959832e-08,-1.00649403641e-07,0.0,0.0,-2.82907122197e-09,5.06409783716e-09,-9.9853475691e-08,0.0,0.0,4.2192974626e-09,-9.98816743275e-08,0.0,0.0,0.792744479495,0.792744479495,0.792744479495,0.0,0.0216598422605,0.0214139721437,0.0214158030359
2.67,0.0143724079622,-0.000345404263,0.152175702311,0.000127676971781,-1.0902532045e-05,0.132683999769,0.000466749729946,0.000130142442694,6.28310386372,0.0,0.0,0.000447658700501,0.331869045925,3.42971619428,0.0,0.0,-4.25540331435e-05,0.308997408769,0.183772833165,0.0,0.0,0.309167724304,0.18383129895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.641733372639,0.0547928457817,16.2941040719,-0.233976114019,-0.0653724328631,0.0408295008093,-0.000780195972823,-0.0743452296269,1.42673455645,0.0400129561562,-0.0918864165824,0.0391613784792,-0.091915649475,0.000127680699237,-1.09025576011e-05,0.132060355388,0.000466751836023,0.000130141186157,6.28310386337,0.0,0.0,0.000447658718449,0.331869046692,3.42971746376,0.0,0.0,-4.25540076758e-05,0.308997408783,0.18382318776,0.0,0.0,0.309167724326,0.183882837632,0.0,0.0,-4.16489185847e-07,2.84713110379e-09,0.0618702341425,-2.33671487974e-07,1.91153936583e-07,4.15569438424e-08,0.0,0.0,-1.99503336983e-09,-9.22471240662e-08,-9.42444183693e-08,0.0,0.0,-2.83055106781e-09,-4.59315295145e-09,-0.0354775674727,0.0,0.0,-5.3912417397e-09,-0.0357820585083,0.0,0.0,0.792744479495,0.792744479495,0.792744479495,0.0,0.0216598422519,0.0214139721444,0.0214158030365
2.68,0.0143723927586,-0.000345404282457,0.152739485242,0.000127672830614,-1.09025036322e-05,0.133332540651,0.000466747390257,0.000130143357027,6.28310386411,0.0,0.0,0.000447658680566,0.331869045137,3.4296936614,0.0,0.0,-4.25540614319e-05,0.308997408843,0.183772832172,0.0,0.0,0.30916772437,0.183831297957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.641725577134,0.0547937938122,20.9391074894,-0.233977278507,-0.0653732695103,0.0408297217133,-0.000780195986118,-0.0743452256859,1.42674582289,0.0400129557846,-0.091886416086,0.0391613781499,-0.0919156489785,0.000127676556592,-1.0902529204e-05,0.132754044714,0.000466749495949,0.000130142547652,6.28310386376,0.0,0.0,0.000447658698508,0.331869045845,3.42971619418,0.0,0.0,-4.25540359723e-05,0.308997408774,0.183772833065,0.0,0.0,0.309167724308,0.18383129885,0.0,0.0,-4.151894097e-07,2.84095877993e-09,0.0700449448726,-2.33996770138e-07,1.04958640367e-07,3.8699031816e-08,0.0,0.0,-1.99371819277e-09,-8.06983752488e-08,-1.00643572808e-07,0.0,0.0,-2.82907017433e-09,5.06406677504e-09,-9.98108043533e-08,0.0,0.0,4.21925477743e-09,-9.98382654005e-08,0.0,0.0,0.792744479495,0.792744479495,0.792744479495,0.0,0.0216598422428,0.0214139721443,0.0214158030363
2.69,0.0143723876694,-0.000345404310587,0.153335295042,0.000127668686804,-1.090247521e-05,0.134018053865,0.000466745050484,0.000130144801664,6.2831038645,0.0,0.0,0.000447658660622,0.33186904428,3.42969243241,0.0,0.0,-4.25540897293e-05,0.308997408825,0.183689295363,0.0,0.0,0.309167724343,0.183746311795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.641717481204,0.0547947419095,16.2914101801,-0.233978441778,-0.0653749107358,0.0408299256291,-0.000780195999414,-0.0743452213996,1.42674643739,0.0400129558767,-0.0918446476815,0.0391613782842,-0.0918731558975,0.000127672414146,-1.09025007832e-05,0.13339441033,0.000466747156578,0.000130143547874,6.28310386415,0.0,0.0,0.000447658678571,0.331869045045,3.4296936613,0.0,0.0,-4.25540642626e-05,0.308997408838,0.183737817958,0.0,0.0,0.309167724365,0.183795987171,0.0,0.0,-4.1646763243e-07,2.84897309021e-09,0.061869679653,-2.33678322868e-07,1.90846027866e-07,4.14777158853e-08,0.0,0.0,-1.99502711641e-09,-9.21025921627e-08,-9.42418056472e-08,0.0,0.0,-2.83055089105e-09,-4.66324307604e-09,-0.0350142141842,0.0,0.0,-5.46257439195e-09,-0.0353107856531,0.0,0.0,0.792744479495,0.792744479495,0.792744479495,0.0,0.0216598422342,0.021413972145,0.0214158030369
2.7,0.0143723724995,-0.000345404330005,0.153899079078,0.000127664545813,-1.09024467782e-05,0.134666596082,0.000466742710771,0.000130145712938,6.28310386489,0.0,0.0,0.000447658640687,0.331869043493,3.42966996693,0.0,0.0,-4.25541180178e-05,0.308997408899,0.183689294371,0.0,0.0,0.309167724409,0.183746310802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.641709687487,0.054795689848,20.9364278047,-0.23397960619,-0.0653757458443,0.04083014697,-0.000780196012708,-0.0743452174658,1.42675767013,0.0400129555052,-0.0918446471853,0.0391613779549,-0.0918731554012,0.000127668271661,-1.09024723671e-05,0.134088099023,0.000466744816485,0.000130144906319,6.28310386454,0.0,0.0,0.000447658658629,0.331869044199,3.42969243231,0.0,0.0,-4.25540925582e-05,0.30899740883,0.183689295263,0.0,0.0,0.309167724347,0.183746311695,0.0,0.0,-4.15143990873e-07,2.84283618275e-09,0.0700451580058,-2.33998299858e-07,1.04655012232e-07,3.86313466958e-08,0.0,0.0,-1.9937121327e-09,-8.05541774861e-08,-1.00637798116e-07,0.0,0.0,-2.82906901898e-09,5.06404069763e-09,-9.97692729128e-08,0.0,0.0,4.2192170549e-09,-9.97960164175e-08,0.0,0.0,0.792744479495,0.792744479495,0.792744479495,0.0,0.0216598422251,0.0214139721449,0.0214158030367
2.71,0.0143723674406,-0.000345404357908,0.154494890196,0.000127660402139,-1.0902418337e-05,0.135352107937,0.000466740370975,0.00013014715452,6.28310386528,0.0,0.0,0.000447658620745,0.331869042637,3.42966877818,0.0,0.0,-4.25541463152e-05,0.308997408881,0.183607991544,0.0,0.0,0.309167724382,0.183663596814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.641701589685,0.0547966378367,16.2887168966,-0.233980769465,-0.0653773855742,0.0408303511338,-0.000780196026006,-0.0743452131866,1.4267582645,0.0400129555972,-0.0918039957719,0.0391613780892,-0.0918317984069,0.000127664129367,-1.09024439274e-05,0.134728465222,0.000466742477086,0.000130145903476,6.28310386493,0.0,0.0,0.000447658638692,0.331869043401,3.42966996683,0.0,0.0,-4.25541208484e-05,0.308997408894,0.183654731123,0.0,0.0,0.309167724403,0.183711458694,0.0,0.0,-4.16446055429e-07,2.85081658292e-09,0.0618691404934,-2.33685030557e-07,1.90538196831e-07,4.13987699923e-08,0.0,0.0,-1.9950208283e-09,-9.19581125601e-08,-9.42391964817e-08,0.0,0.0,-2.83055064015e-09,-4.73145864952e-09,-0.0345632472491,0.0,0.0,-5.53199929553e-09,-0.0348521079058,0.0,0.0,0.792744479495,0.792744479495,0.792744479495,0.0,0.0216598422166,0.0214139721456,0.0214158030373
2.72,0.0143723523042,-0.000345404377286,0.155058675311,0.000127656261323,-1.09023898863e-05,0.136000651458,0.00046673803124,0.000130148062735,6.28310386566,0.0,0.0,0.00044765860081,0.331869041852,3.4296463797,0.0,0.0,-4.25541746036e-05,0.308997408955,0.183607990552,0.0,0.0,0.309167724448,0.183663595822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.641693797744,0.0547975856829,20.9337484047,-0.233981933803,-0.0653782191449,0.040830572909,-0.000780196039301,-0.0743452092598,1.42676946374,0.0400129552257,-0.0918039952759,0.0391613777599,-0.0918317979108,0.00012765998704,-1.09024154923e-05,0.135422153303,0.000466740136975,0.000130147258871,6.28310386532,0.0,0.0,0.000447658618751,0.331869042557,3.42966877808,0.0,0.0,-4.2554149144e-05,0.308997408886,0.183607991444,0.0,0.0,0.309167724386,0.183663596714,0.0,0.0,-4.15098824829e-07,2.84471367626e-09,0.0700453657485,-2.33999836379e-07,1.04351381186e-07,3.8563651273e-08,0.0,0.0,-1.99370608656e-09,-8.04099998142e-08,-1.00632078445e-07,0.0,0.0,-2.8290679533e-09,5.06401814794e-09,-9.97288524656e-08,0.0,0.0,4.21918343922e-09,-9.97548964307e-08,0.0,0.0,0.792744479495,0.792744479495,0.792744479495,0.0,0.0216598422075,0.0214139721455,0.0214158030372
2.73,0.0143723472753,-0.000345404404967,0.155654487712,0.000127652117784,-1.09023614262e-05,0.136686161993,0.000466735691419,0.000130149501262,6.28310386606,0.0,0.0,0.000447658580867,0.331869040998,3.42964523087,0.0,0.0,-4.2554202901e-05,0.308997408936,0.183528861976,0.0,0.0,0.309167724421,0.183583093269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.641685698082,0.0547985335632,16.2860242095,-0.233983097081,-0.0653798573782,0.0408307773235,-0.000780196052597,-0.0743452049877,1.42677003815,0.0400129553178,-0.091764430988,0.0391613778942,-0.0917915466346,0.000127655844898,-1.09023870336e-05,0.136062520074,0.000466737797549,0.000130148252966,6.28310386571,0.0,0.0,0.000447658598814,0.33186904176,3.42964637961,0.0,0.0,-4.25541774343e-05,0.30899740895,0.183573866216,0.0,0.0,0.309167724442,0.183629190133,0.0,0.0,-4.1642445669e-07,2.85266152128e-09,0.0618686157852,-2.33691614208e-07,1.90230441692e-07,4.13200984337e-08,0.0,0.0,-1.99501453943e-09,-9.18136845663e-08,-9.42365907819e-08,0.0,0.0,-2.83055045033e-09,-4.79784863124e-09,-0.0341243357899,0.0,0.0,-5.5995680094e-09,-0.0344056888888,0.0,0.0,0.792744479495,0.792744479495,0.792744479495,0.0,0.0216598421989,0.0214139721462,0.0214158030378
2.74,0.0143723321721,-0.000345404424307,0.156218273876,0.000127647977144,-1.09023329565e-05,0.137334706783,0.000466733351662,0.000130150406418,6.28310386644,0.0,0.0,0.000447658560931,0.331869040214,3.429622899,0.0,0.0,-4.25542311895e-05,0.308997409011,0.183528860984,0.0,0.0,0.309167724487,0.183583092277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.641677907906,0.054799481317,20.9310692854,-0.233984261346,-0.0653806894124,0.0408309995302,-0.000780196065891,-0.0743452010681,1.42678120409,0.0400129549463,-0.0917644304922,0.0391613775649,-0.0917915461387,0.00012765170273,-1.09023585796e-05,0.136756207561,0.000466735457418,0.000130149605309,6.2831038661,0.0,0.0,0.000447658578873,0.331869040917,3.42964523077,0.0,0.0,-4.25542057307e-05,0.308997408942,0.183528861876,0.0,0.0,0.309167724425,0.183583093169,0.0,0.0,-4.15053907399e-07,2.84659126823e-09,0.0700455679424,-2.34001379451e-07,1.04047747204e-07,3.84959457765e-08,0.0,0.0,-1.99369995824e-09,-8.02658422783e-08,-1.00626413306e-07,0.0,0.0,-2.82906684858e-09,5.06399926567e-09,-9.96895112569e-08,0.0,0.0,4.21915353008e-09,-9.97148750156e-08,0.0,0.0,0.792744479495,0.792744479495,0.792744479495,0.0,0.0216598421899,0.0214139721461,0.0214158030376
2.75,0.0143723271727,-0.00034540445177,0.156814087527,0.000127643833741,-1.09023044774e-05,0.138020216032,0.000466731011818,0.000130151841889,6.28310386684,0.0,0.0,0.000447658540988,0.331869039361,3.42962178975,0.0,0.0,-4.25542594868e-05,0.308997408992,0.183451848524,0.0,0.0,0.30916772446,0.183504742046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.641669806395,0.0548004290891,16.2833321057,-0.233985424627,-0.065382326148,0.0408312041976,-0.000780196079188,-0.0743451968031,1.42678175872,0.0400129550384,-0.0917259242622,0.0391613776992,-0.091752371023,0.000127647560741,-1.0902330102e-05,0.137396574888,0.000466733117964,0.000130150596341,6.28310386648,0.0,0.0,0.000447658558937,0.331869040122,3.42962289891,0.0,0.0,-4.25542340201e-05,0.308997409006,0.183495163827,0.0,0.0,0.309167724481,0.183549121076,0.0,0.0,-4.16402838005e-07,2.85450787711e-09,0.0618681049624,-2.33698077371e-07,1.89922760648e-07,4.12416940136e-08,0.0,0.0,-1.9950081875e-09,-9.16693079576e-08,-9.4233989829e-08,0.0,0.0,-2.83055019601e-09,-4.86246255519e-09,-0.0336971576619,0.0,0.0,-5.66532932927e-09,-0.0339712011071,0.0,0.0,0.792744479495,0.792744479495,0.792744479495,0.0,0.0216598421813,0.0214139721468,0.0214158030382
2.76,0.0143723121026,-0.000345404471071,0.15737787471,0.000127639693276,-1.09022759889e-05,0.138668762059,0.000466728672038,0.000130152743987,6.28310386722,0.0,0.0,0.000447658521053,0.331869038578,3.42959952408,0.0,0.0,-4.25542877753e-05,0.308997409067,0.183451847533,0.0,0.0,0.309167724526,0.183504741055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.641662017973,0.0548013767503,20.9283904412,-0.23398658882,-0.065383156646,0.0408314268333,-0.000780196092482,-0.0743451928906,1.42679289155,0.0400129546669,-0.0917259237666,0.03916137737,-0.0917523705273,0.000127643418732,-1.0902301629e-05,0.138090261797,0.000466730777815,0.000130151945632,6.28310386687,0.0,0.0,0.000447658538995,0.33186903928,3.42962178965,0.0,0.0,-4.25542623166e-05,0.308997408997,0.183451848425,0.0,0.0,0.309167724464,0.183504741946,0.0,0.0,-4.15009234518e-07,2.84846894097e-09,0.0700457646303,-2.34002929322e-07,1.03744111065e-07,3.84282304615e-08,0.0,0.0,-1.99369385922e-09,-8.01217056632e-08,-1.00620801735e-07,0.0,0.0,-2.82906573721e-09,5.06398341628e-09,-9.96512220033e-08,0.0,0.0,4.21912766467e-09,-9.96759229886e-08,0.0,0.0,0.792744479495,0.792744479495,0.792744479495,0.0,0.0216598421723,0.0214139721467,0.021415803038
2.77,0.0143723071322,-0.000345404498321,0.157973689575,0.000127635550009,-1.09022474908e-05,0.139354270056,0.000466726332169,0.000130154176402,6.28310386761,0.0,0.0,0.000447658501111,0.331869037727,3.42959845409,0.0,0.0,-4.25543160727e-05,0.308997409048,0.183376894608,0.0,0.0,0.309167724499,0.183428485609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.641653914624,0.0548023244144,16.2806405712,-0.233987752101,-0.0653847918834,0.0408316317566,-0.00078019610578,-0.0743451886326,1.42679342655,0.040012954759,-0.0916884473039,0.0391613775043,-0.0917142428046,0.000127639276894,-1.09022731325e-05,0.138730629666,0.000466728438333,0.000130152933602,6.28310386726,0.0,0.0,0.000447658519058,0.331869038487,3.42959952399,0.0,0.0,-4.2554290606e-05,0.308997409062,0.183418566134,0.0,0.0,0.30916772452,0.183471192729,0.0,0.0,-4.16381201122e-07,2.85635560275e-09,0.0618676075987,-2.33704423378e-07,1.8961515194e-07,4.11635495976e-08,0.0,0.0,-1.99500178277e-09,-9.15249799483e-08,-9.42313940606e-08,0.0,0.0,-2.83054987256e-09,-4.9253474505e-09,-0.0332813992752,0.0,0.0,-5.72933247201e-09,-0.0335483257577,0.0,0.0,0.792744479495,0.792744479495,0.792744479495,0.0,0.0216598421637,0.0214139721474,0.0214158030386
2.78,0.0143722920951,-0.000345404517582,0.15853747775,0.000127631409719,-1.09022189833e-05,0.140002817286,0.000466723992367,0.000130155075442,6.28310386799,0.0,0.0,0.000447658481176,0.331869036945,3.42957625423,0.0,0.0,-4.25543443612e-05,0.308997409122,0.183376893617,0.0,0.0,0.309167724565,0.183428484618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.641646127945,0.0548032719828,20.9257118656,-0.233988916223,-0.0653856208464,0.0408318548188,-0.000780196119074,-0.0743451847272,1.42680452647,0.0400129543875,-0.0916884468085,0.0391613771751,-0.0917142423091,0.000127635135044,-1.09022446405e-05,0.139424316012,0.000466726098165,0.000130154279843,6.28310386765,0.0,0.0,0.000447658499117,0.331869037647,3.42959845398,0.0,0.0,-4.25543189024e-05,0.308997409053,0.183376894508,0.0,0.0,0.309167724503,0.18342848551,0.0,0.0,-4.14964802244e-07,2.85034670017e-09,0.0700459559282,-2.34004485577e-07,1.03440471718e-07,3.83605053424e-08,0.0,0.0,-1.99368763529e-09,-7.99775887482e-08,-1.00615243708e-07,0.0,0.0,-2.82906464261e-09,5.06397174334e-09,-9.96139543733e-08,0.0,0.0,4.21910515851e-09,-9.96380114355e-08,0.0,0.0,0.792744479495,0.792744479495,0.792744479495,0.0,0.0216598421547,0.0214139721473,0.0214158030384
2.79,0.0143722871894,-0.000345404544612,0.159133293787,0.000127627266587,-1.09021904663e-05,0.140688324146,0.000466721652474,0.000130156504802,6.28310386838,0.0,0.0,0.000447658461233,0.331869036095,3.42957522224,0.0,0.0,-4.25543726594e-05,0.308997409104,0.183303800664,0.0,0.0,0.309167724538,0.18335426709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.641638028296,0.054804219538,16.2779503528,-0.233990079489,-0.0653872549055,0.0408320600324,-0.000780196132372,-0.0743451804764,1.42680504247,0.0400129544797,-0.0916519003321,0.0391613773094,-0.0916771335452,0.000127630993359,-1.09022161251e-05,0.140064684409,0.000466723758656,0.000130155264749,6.28310386803,0.0,0.0,0.000447658479181,0.331869036854,3.42957625414,0.0,0.0,-4.25543471918e-05,0.308997409118,0.183344016862,0.0,0.0,0.309167724559,0.183395347866,0.0,0.0,-4.16359547712e-07,2.85820465086e-09,0.0618671233213,-2.33710655421e-07,1.89307613712e-07,4.10856581985e-08,0.0,0.0,-1.99499539366e-09,-9.13807003285e-08,-9.42288025366e-08,0.0,0.0,-2.83054957201e-09,-4.9865518121e-09,-0.0328767553916,0.0,0.0,-5.7916234624e-09,-0.0331367525248,0.0,0.0,0.792744479495,0.792744479495,0.792744479495,0.0,0.0216598421462,0.021413972148,0.021415803039
