trial,plan iters,plan time,best cost,configCheckTime,connectTime,knnTime,lazyPathCheckTime,numComponents,numEdgeChecks,numEdgesPrechecked,numIters,numMilestones
1,9225,3.193,1.31664,0.0316487,0.459464,2.37901,0.307196,1,310,227,9225,1470
1,9314,3.23656,1.31664,0.0319167,0.461434,2.42018,0.307196,1,310,227,9314,1486
1,9406,3.27911,1.31664,0.0322054,0.46414,2.45956,0.307196,1,310,227,9406,1498
1,9484,3.3269,1.31664,0.0325295,0.465572,2.50547,0.307196,1,310,227,9484,1512
2,1,0.000104321,1.31664,2.6562e-05,4.7734e-05,2.7716e-05,0,1,0,0,1,3
2,741,0.100278,1.31664,0.00389147,0.0127072,0.082982,0,1,183,183,741,257
2,971,0.200577,1.31664,0.00510715,0.02212,0.13636,0.0360687,1,193,184,971,335
2,1295,0.300473,1.31664,0.00683173,0.0261324,0.230222,0.0360687,1,193,184,1295,437
2,1422,0.394101,2.05062,0.00752695,0.0439995,0.276497,0.0647333,1,204,188,1422,487
2,1452,0.45292,1.75537,0.00769787,0.081809,0.285556,0.0764705,1,216,197,1452,496
2,1514,0.471736,1.75537,0.00801275,0.0844332,0.30134,0.0764705,1,216,197,1514,509
2,1569,0.499409,1.70591,0.00830416,0.0908765,0.31764,0.0810283,1,218,198,1569,525
2,1632,0.517053,1.70591,0.0086152,0.0919882,0.333766,0.0810283,1,218,198,1632,538
2,1692,0.538069,1.70591,0.0089401,0.0939122,0.352446,0.0810283,1,218,198,1692,555
2,1734,0.58704,1.67559,0.0091422,0.123517,0.36301,0.0895723,1,229,206,1734,561
2,1799,0.657872,1.63458,0.0094517,0.138187,0.382379,0.125951,1,255,220,1799,581
2,1869,0.692197,1.63458,0.00979276,0.147755,0.402239,0.130406,1,258,222,1869,594
2,1938,0.727463,1.54916,0.0100588,0.163353,0.417752,0.134176,1,262,225,1938,604
2,2022,0.751991,1.54916,0.0104056,0.164853,0.440296,0.134176,1,262,225,2022,620
2,2103,0.777197,1.54916,0.0107651,0.167083,0.462786,0.134176,1,262,225,2103,636
2,2190,0.798623,1.54916,0.0110889,0.168306,0.482523,0.134176,1,262,225,2190,648
2,2272,0.825418,1.54916,0.0114392,0.1714,0.505749,0.134176,1,262,225,2272,665
2,2338,0.864585,1.54916,0.0117599,0.176763,0.5259,0.147411,1,267,226,2338,676
2,2403,0.919584,1.39915,0.0119824,0.209498,0.542527,0.152712,1,278,236,2403,690
2,2497,0.943452,1.39915,0.0123246,0.21042,0.564975,0.152712,1,278,236,2497,702
2,2596,0.973852,1.39915,0.0126341,0.215708,0.589603,0.152712,1,284,242,2596,722
2,2704,0.997526,1.39915,0.0129443,0.216772,0.611716,0.152712,1,284,242,2704,735
2,2788,1.03484,1.39915,0.0132385,0.22147,0.63287,0.16373,1,288,243,2788,748
2,2861,1.081,1.39915,0.0134764,0.2304,0.651486,0.181967,1,300,248,2861,761
2,2956,1.10855,1.39915,0.0138105,0.232274,0.676654,0.181967,1,300,248,2956,777
2,3057,1.13661,1.39915,0.0141785,0.233317,0.703142,0.181967,1,300,248,3057,789
2,3158,1.16357,1.39915,0.0144753,0.235172,0.727773,0.181967,1,300,248,3158,806
2,3261,1.18984,1.39915,0.0147871,0.236627,0.75209,0.181967,1,300,248,3261,818
2,3364,1.21449,1.39915,0.0151124,0.237388,0.775485,0.181967,1,300,248,3364,828
2,3463,1.24437,1.39915,0.0154569,0.238723,0.803515,0.181967,1,300,248,3463,843
2,3556,1.27709,1.39915,0.0158045,0.240428,0.834025,0.181967,1,300,248,3556,861
2,3639,1.31693,1.39915,0.0161056,0.247041,0.859866,0.188909,1,305,251,3639,876
2,3733,1.34781,1.39915,0.016452,0.248666,0.888604,0.188909,1,305,251,3733,892
2,3829,1.37788,1.39915,0.0168493,0.249551,0.917229,0.188909,1,305,251,3829,903
2,3923,1.40866,1.39915,0.017173,0.250876,0.946186,0.188909,1,305,251,3923,919
2,4016,1.44272,1.39915,0.0175307,0.252305,0.978298,0.188909,1,305,251,4016,935
2,4111,1.47483,1.39915,0.0178571,0.253532,1.00869,0.188909,1,305,251,4111,950
2,4212,1.50211,1.39915,0.0181751,0.254404,1.0346,0.188909,1,305,251,4212,958
2,4304,1.53585,1.39915,0.0185073,0.256016,1.06624,0.188909,1,305,251,4304,974
2,4390,1.58909,1.39915,0.0188468,0.262514,1.10065,0.200748,1,310,254,4390,992
2,4484,1.62201,1.39915,0.0191475,0.263916,1.1317,0.200748,1,311,255,4484,1008
2,4580,1.65221,1.39915,0.0194346,0.265006,1.16036,0.200748,1,311,255,4580,1021
2,4665,1.69023,1.39915,0.0197295,0.269622,1.19331,0.200748,1,312,256,4665,1041
2,4756,1.72584,1.39915,0.0200644,0.270903,1.22716,0.200748,1,312,256,4756,1057
2,4849,1.75711,1.39915,0.0203643,0.271964,1.25692,0.200748,1,312,256,4849,1069
2,4947,1.7871,1.39915,0.0206326,0.273342,1.28509,0.200748,1,315,259,4947,1082
2,5049,1.81454,1.39915,0.0209217,0.273867,1.31153,0.200748,1,315,259,5049,1089
2,5135,1.85196,1.39915,0.0212843,0.275502,1.34682,0.200748,1,315,259,5135,1101
2,5220,1.88805,1.39915,0.0216131,0.276961,1.38097,0.200748,1,316,260,5220,1115
2,5300,1.93047,1.39915,0.0219745,0.278565,1.42129,0.200748,1,316,260,5300,1135
2,5401,1.95787,1.39915,0.0222024,0.279451,1.44737,0.200748,1,316,260,5401,1146
2,5492,1.99317,1.39915,0.0224654,0.280983,1.48072,0.200748,1,316,260,5492,1163
2,5576,2.03138,1.39915,0.0227487,0.282621,1.51685,0.200748,1,316,260,5576,1181
2,5666,2.06658,1.39915,0.0230705,0.28357,1.55062,0.200748,1,316,260,5666,1192
2,5754,2.10216,1.39915,0.0233965,0.284657,1.58463,0.200748,1,316,260,5754,1203
2,5847,2.13586,1.39915,0.0236614,0.285991,1.61656,0.200748,1,316,260,5847,1217
2,5908,2.19354,1.39915,0.0238966,0.290489,1.64367,0.226484,1,326,261,5908,1227
2,5992,2.23278,1.39915,0.0242908,0.295551,1.67731,0.226484,1,326,261,5992,1235
2,6087,2.26541,1.39915,0.0245887,0.296304,1.70873,0.226484,1,326,261,6087,1243
2,6173,2.30438,1.39915,0.0248767,0.298065,1.74549,0.226484,1,327,262,6173,1261
2,6261,2.34298,1.39915,0.0251939,0.299173,1.78251,0.226484,1,327,262,6261,1274
2,6342,2.3845,1.39915,0.0255049,0.300434,1.82232,0.226484,1,327,262,6342,1290
2,6425,2.42524,1.39915,0.0258144,0.301722,1.86131,0.226484,1,327,262,6425,1304
2,6504,2.46671,1.39915,0.0261101,0.304191,1.89988,0.226484,1,335,270,6504,1319
2,6590,2.50538,1.39915,0.0264015,0.305973,1.93632,0.226484,1,337,272,6590,1331
2,6673,2.54671,1.39915,0.0267021,0.307295,1.97589,0.226484,1,337,272,6673,1347
2,6763,2.57928,1.39915,0.0269493,0.308301,2.007,0.226484,1,337,272,6763,1358
2,6853,2.61508,1.39915,0.0272149,0.309465,2.04121,0.226484,1,337,272,6853,1370
2,6939,2.65371,1.39915,0.0274905,0.310861,2.07801,0.226484,1,337,272,6939,1385
2,7008,2.70463,1.39915,0.0277145,0.317857,2.10696,0.241102,1,342,273,7008,1394
2,7092,2.74309,1.39915,0.0280183,0.318872,2.14396,0.241102,1,342,273,7092,1404
2,7178,2.78806,1.39397,0.02827,0.324191,2.1799,0.244393,1,345,274,7178,1418
2,7275,2.83504,1.39397,0.0285764,0.32574,2.22486,0.244393,1,345,274,7275,1435
2,7375,2.88496,1.39397,0.028879,0.333617,2.25988,0.250938,1,349,276,7375,1441
2,7468,2.93784,1.39397,0.0292128,0.335538,2.31034,0.250938,1,349,276,7468,1461
