trial,plan iters,plan time,best cost,configCheckTime,connectTime,knnTime,numComponents,numEdgeChecks,numIters,numMilestones
1,1469,1.56811,1.61145,0.00775486,1.42481,0.133984,1,744,1469,267
1,1539,1.59717,1.61145,0.00799468,1.44777,0.139735,1,776,1539,273
1,1612,1.62548,1.61145,0.00824644,1.46886,0.146582,1,808,1612,282
1,1677,1.65958,1.61145,0.00850128,1.49518,0.153998,1,833,1677,293
1,1734,1.7039,1.61145,0.00870222,1.53289,0.160313,1,862,1734,303
1,1796,1.74228,1.61145,0.00890664,1.56415,0.167129,1,880,1796,313
1,1866,1.77394,1.61145,0.00916994,1.58744,0.175105,1,913,1866,322
1,1946,1.79549,1.61145,0.00939476,1.60131,0.18242,1,929,1946,330
1,2012,1.83281,1.61145,0.00964382,1.62984,0.190846,1,943,2012,340
1,2077,1.86706,1.61145,0.00987094,1.65524,0.199356,1,965,2077,351
1,2135,1.91288,1.61145,0.0100973,1.69219,0.20791,1,982,2135,362
1,2198,1.95087,1.61145,0.0103082,1.72062,0.217145,1,1005,2198,376
1,2256,1.9912,1.61145,0.0104892,1.7534,0.224405,1,1021,2256,385
1,2308,2.0529,1.49696,0.0107221,1.80515,0.234046,1,1072,2308,396
1,2366,2.10558,1.49696,0.01097,1.84768,0.243849,1,1090,2366,404
1,2418,2.16549,1.49696,0.0111663,1.89938,0.251777,1,1116,2418,411
1,2487,2.20889,1.49696,0.0113438,1.93526,0.259,1,1130,2487,417
1,2536,2.26793,1.49696,0.0115412,1.9853,0.267721,1,1165,2536,426
1,2628,2.29308,1.49696,0.0118034,1.99911,0.278639,1,1176,2628,435
1,2705,2.33414,1.49696,0.0120397,2.02884,0.289598,1,1195,2705,445
1,2781,2.37276,1.49696,0.0123042,2.05529,0.30137,1,1217,2781,455
1,2845,2.42335,1.49696,0.0125363,2.09341,0.313505,1,1246,2845,468
1,2918,2.46525,1.49696,0.0127835,2.12333,0.325116,1,1265,2918,478
1,2980,2.51551,1.49696,0.0130187,2.16177,0.336603,1,1284,2980,488
1,3050,2.56218,1.49696,0.0132312,2.19792,0.346788,1,1303,3050,496
1,3113,2.6272,1.49696,0.0134517,2.2517,0.357703,1,1328,3113,504
1,3182,2.67086,1.49696,0.0137112,2.28239,0.370296,1,1344,3182,513
1,3248,2.71616,1.49696,0.0139822,2.31314,0.384462,1,1365,3248,526
1,3321,2.76006,1.49696,0.0142174,2.34369,0.397456,1,1389,3321,537
1,3408,2.79095,1.49696,0.0145331,2.35792,0.413662,1,1405,3408,548
1,3483,2.83596,1.49696,0.0147818,2.38783,0.428376,1,1426,3483,561
1,3554,2.87452,1.49696,0.0150539,2.41168,0.442698,1,1444,3554,569
1,3609,2.93267,1.49696,0.0152141,2.46128,0.450995,1,1463,3609,574
1,3679,2.98456,1.49696,0.0155028,2.49541,0.468347,1,1488,3679,588
1,3754,3.01878,1.49696,0.0157487,2.51335,0.484246,1,1503,3754,601
1,3847,3.04772,1.49696,0.016079,2.52445,0.501613,1,1517,3847,609
1,3925,3.08853,1.49696,0.0164005,2.54536,0.521063,1,1534,3925,621
