cnt,w/ Opt,var,w/o + std,w/o - std,cnt,w/o Opt,var,w/o + std,w/o - std,iters
2,0.628594,0.0141841,0.747691019,0.509496981,5,0.936324,0.00824711,,,244
2,0.628594,0.0141841,0.747691019,0.509496981,5,0.936324,0.00824711,,,245
2,0.628594,0.0141841,0.747691019,0.509496981,5,0.936324,0.00824711,,,246
2,0.628594,0.0141841,0.747691019,0.509496981,5,0.936324,0.00824711,,,247
2,0.628594,0.0141841,0.747691019,0.509496981,5,0.936324,0.00824711,,,248
2,0.628594,0.0141841,0.747691019,0.509496981,5,0.936324,0.00824711,,,249
2,0.628594,0.0141841,0.747691019,0.509496981,5,0.936324,0.00824711,,,250
2,0.628594,0.0141841,0.747691019,0.509496981,5,0.936324,0.00824711,,,251
2,0.628594,0.0141841,0.747691019,0.509496981,5,0.936324,0.00824711,,,252
2,0.628594,0.0141841,0.747691019,0.509496981,5,0.936324,0.00824711,,,253
2,0.628594,0.0141841,0.747691019,0.509496981,5,0.936324,0.00824711,,,254
2,0.628594,0.0141841,0.747691019,0.509496981,5,0.936324,0.00824711,,,255
2,0.628594,0.0141841,0.747691019,0.509496981,5,0.936324,0.00824711,,,256
2,0.628594,0.0141841,0.747691019,0.509496981,5,0.936324,0.00824711,,,257
2,0.628594,0.0141841,0.747691019,0.509496981,5,0.936324,0.00824711,,,258
2,0.628594,0.0141841,0.747691019,0.509496981,5,0.936324,0.00824711,,,259
2,0.627902,0.0143495,0.747691399,0.508112601,6,0.982338,0.0188797,,,260
2,0.621648,0.015887,0.747691643,0.495604357,6,0.982338,0.0188797,,,261
2,0.621648,0.015887,0.747691643,0.495604357,6,0.982338,0.0188797,,,262
2,0.621648,0.015887,0.747691643,0.495604357,6,0.982338,0.0188797,,,263
2,0.621648,0.015887,0.747691643,0.495604357,6,0.982338,0.0188797,,,264
2,0.621648,0.015887,0.747691643,0.495604357,6,0.982338,0.0188797,,,265
2,0.621648,0.015887,0.747691643,0.495604357,6,0.982338,0.0188797,,,266
2,0.621648,0.015887,0.747691643,0.495604357,7,0.971295,0.0169143,,,267
3,0.767918,0.0533816,0.998962584,0.536873416,7,0.971295,0.0169143,,,268
3,0.628885,0.0106961,0.732306951,0.525463049,7,0.971295,0.0169143,,,269
3,0.628885,0.0106961,0.732306951,0.525463049,7,0.971295,0.0169143,,,270
3,0.628885,0.0106961,0.732306951,0.525463049,7,0.971295,0.0169143,,,271
3,0.628885,0.0106961,0.732306951,0.525463049,7,0.971295,0.0169143,,,272
3,0.628885,0.0106961,0.732306951,0.525463049,7,0.971295,0.0169143,,,273
3,0.628885,0.0106961,0.732306951,0.525463049,7,0.971295,0.0169143,,,274
3,0.628885,0.0106961,0.732306951,0.525463049,7,0.971295,0.0169143,,,275
3,0.628885,0.0106961,0.732306951,0.525463049,7,0.971295,0.0169143,,,276
3,0.628885,0.0106961,0.732306951,0.525463049,7,0.971295,0.0169143,,,277
3,0.628885,0.0106961,0.732306951,0.525463049,7,0.971295,0.0169143,,,278
3,0.628885,0.0106961,0.732306951,0.525463049,7,0.971295,0.0169143,,,279
3,0.628885,0.0106961,0.732306951,0.525463049,7,0.932965,0.010667,,,280
3,0.628885,0.0106961,0.732306951,0.525463049,7,0.932965,0.010667,,,281
3,0.628885,0.0106961,0.732306951,0.525463049,7,0.932965,0.010667,,,282
3,0.628885,0.0106961,0.732306951,0.525463049,7,0.932965,0.010667,,,283
3,0.628885,0.0106961,0.732306951,0.525463049,7,0.932965,0.010667,,,284
3,0.628885,0.0106961,0.732306951,0.525463049,7,0.932965,0.010667,,,285
3,0.628885,0.0106961,0.732306951,0.525463049,7,0.932965,0.010667,,,286
3,0.628885,0.0106961,0.732306951,0.525463049,7,0.932965,0.010667,,,287
3,0.628885,0.0106961,0.732306951,0.525463049,7,0.932965,0.010667,,,288
3,0.628885,0.0106961,0.732306951,0.525463049,7,0.932965,0.010667,,,289
3,0.628885,0.0106961,0.732306951,0.525463049,7,0.932965,0.010667,,,290
3,0.628885,0.0106961,0.732306951,0.525463049,7,0.932965,0.010667,,,291
3,0.628885,0.0106961,0.732306951,0.525463049,7,0.932965,0.010667,,,292
3,0.628885,0.0106961,0.732306951,0.525463049,7,0.932965,0.010667,,,293
3,0.628885,0.0106961,0.732306951,0.525463049,7,0.932965,0.010667,,,294
3,0.628885,0.0106961,0.732306951,0.525463049,7,0.932965,0.010667,,,295
3,0.628885,0.0106961,0.732306951,0.525463049,7,0.932965,0.010667,,,296
3,0.628885,0.0106961,0.732306951,0.525463049,7,0.932965,0.010667,,,297
3,0.628885,0.0106961,0.732306951,0.525463049,7,0.932965,0.010667,,,298
3,0.628885,0.0106961,0.732306951,0.525463049,7,0.932965,0.010667,,,299
3,0.628854,0.0106952,0.7322716,0.5254364,7,0.931629,0.0104573,,,300
3,0.619532,0.0106003,0.722489758,0.516574242,7,0.931629,0.0104573,,,301
3,0.619532,0.0106003,0.722489758,0.516574242,7,0.931629,0.0104573,,,302
3,0.619532,0.0106003,0.722489758,0.516574242,7,0.931629,0.0104573,,,303
3,0.619532,0.0106003,0.722489758,0.516574242,7,0.931629,0.0104573,,,304
3,0.619532,0.0106003,0.722489758,0.516574242,7,0.931629,0.0104573,,,305
3,0.619532,0.0106003,0.722489758,0.516574242,7,0.931629,0.0104573,,,306
3,0.619532,0.0106003,0.722489758,0.516574242,7,0.931629,0.0104573,,,307
3,0.619532,0.0106003,0.722489758,0.516574242,7,0.931629,0.0104573,,,308
3,0.619532,0.0106003,0.722489758,0.516574242,7,0.931629,0.0104573,,,309
3,0.619532,0.0106003,0.722489758,0.516574242,7,0.931629,0.0104573,,,310
3,0.619532,0.0106003,0.722489758,0.516574242,7,0.931629,0.0104573,,,311
3,0.619532,0.0106003,0.722489758,0.516574242,7,0.931629,0.0104573,,,312
3,0.619532,0.0106003,0.722489758,0.516574242,7,0.931629,0.0104573,,,313
3,0.619532,0.0106003,0.722489758,0.516574242,7,0.931629,0.0104573,,,314
3,0.619532,0.0106003,0.722489758,0.516574242,7,0.931629,0.0104573,,,315
3,0.619532,0.0106003,0.722489758,0.516574242,7,0.931629,0.0104573,,,316
3,0.619532,0.0106003,0.722489758,0.516574242,7,0.931629,0.0104573,,,317
3,0.619532,0.0106003,0.722489758,0.516574242,7,0.931629,0.0104573,,,318
3,0.619532,0.0106003,0.722489758,0.516574242,7,0.931629,0.0104573,,,319
3,0.619532,0.0106003,0.722489758,0.516574242,7,0.931629,0.0104573,,,320
3,0.619532,0.0106003,0.722489758,0.516574242,7,0.931629,0.0104573,,,321
3,0.619532,0.0106003,0.722489758,0.516574242,7,0.931629,0.0104573,,,322
3,0.619532,0.0106003,0.722489758,0.516574242,7,0.931629,0.0104573,,,323
3,0.619532,0.0106003,0.722489758,0.516574242,7,0.931629,0.0104573,,,324
3,0.619532,0.0106003,0.722489758,0.516574242,7,0.931629,0.0104573,,,325
3,0.619532,0.0106003,0.722489758,0.516574242,7,0.931629,0.0104573,,,326
3,0.619532,0.0106003,0.722489758,0.516574242,7,0.931629,0.0104573,,,327
3,0.619532,0.0106003,0.722489758,0.516574242,7,0.931629,0.0104573,,,328
3,0.619532,0.0106003,0.722489758,0.516574242,7,0.931629,0.0104573,,,329
3,0.619532,0.0106003,0.722489758,0.516574242,7,0.931629,0.0104573,,,330
3,0.619532,0.0106003,0.722489758,0.516574242,7,0.931629,0.0104573,,,331
3,0.619532,0.0106003,0.722489758,0.516574242,7,0.925485,0.0105036,,,332
3,0.619532,0.0106003,0.722489758,0.516574242,7,0.925485,0.0105036,,,333
3,0.619532,0.0106003,0.722489758,0.516574242,7,0.925485,0.0105036,,,334
3,0.619532,0.0106003,0.722489758,0.516574242,7,0.925485,0.0105036,,,335
3,0.619532,0.0106003,0.722489758,0.516574242,7,0.925485,0.0105036,,,336
3,0.619532,0.0106003,0.722489758,0.516574242,7,0.925485,0.0105036,,,337
3,0.619532,0.0106003,0.722489758,0.516574242,7,0.925485,0.0105036,,,338
3,0.619532,0.0106003,0.722489758,0.516574242,7,0.925485,0.0105036,,,339
4,0.785061,0.0901503,1.085311396,0.484810604,7,0.895417,0.00536166,,,340
4,0.635051,0.00867272,0.72817844,0.54192356,7,0.895417,0.00536166,,,341
4,0.635051,0.00867272,0.72817844,0.54192356,7,0.895417,0.00536166,,,342
4,0.635051,0.00867272,0.72817844,0.54192356,7,0.895417,0.00536166,,,343
4,0.635051,0.00867272,0.72817844,0.54192356,7,0.895417,0.00536166,,,344
4,0.635051,0.00867272,0.72817844,0.54192356,7,0.895417,0.00536166,,,345
4,0.635051,0.00867272,0.72817844,0.54192356,7,0.895417,0.00536166,,,346
4,0.635051,0.00867272,0.72817844,0.54192356,7,0.895417,0.00536166,,,347
4,0.635051,0.00867272,0.72817844,0.54192356,7,0.895417,0.00536166,,,348
4,0.635051,0.00867272,0.72817844,0.54192356,7,0.895417,0.00536166,,,349
4,0.635051,0.00867272,0.72817844,0.54192356,7,0.895417,0.00536166,,,350
4,0.635051,0.00867272,0.72817844,0.54192356,7,0.895417,0.00536166,,,351
4,0.635051,0.00867272,0.72817844,0.54192356,7,0.895417,0.00536166,,,352
4,0.635051,0.00867272,0.72817844,0.54192356,7,0.895417,0.00536166,,,353
4,0.635051,0.00867272,0.72817844,0.54192356,7,0.895417,0.00536166,,,354
4,0.635051,0.00867272,0.72817844,0.54192356,7,0.895417,0.00536166,,,355
4,0.635051,0.00867272,0.72817844,0.54192356,7,0.895417,0.00536166,,,356
4,0.635051,0.00867272,0.72817844,0.54192356,7,0.895417,0.00536166,,,357
4,0.635051,0.00867272,0.72817844,0.54192356,7,0.895417,0.00536166,,,358
4,0.635051,0.00867272,0.72817844,0.54192356,7,0.895417,0.00536166,,,359
4,0.635051,0.00867272,0.72817844,0.54192356,8,1.01448,0.153739,,,360
4,0.635051,0.00867272,0.72817844,0.54192356,8,1.01448,0.153739,,,361
4,0.635051,0.00867272,0.72817844,0.54192356,8,1.01448,0.153739,,,362
4,0.635051,0.00867272,0.72817844,0.54192356,8,1.01448,0.153739,,,363
4,0.635051,0.00867272,0.72817844,0.54192356,8,1.01448,0.153739,,,364
4,0.635051,0.00867272,0.72817844,0.54192356,8,1.01448,0.153739,,,365
4,0.635051,0.00867272,0.72817844,0.54192356,8,1.01448,0.153739,,,366
4,0.635051,0.00867272,0.72817844,0.54192356,8,1.01448,0.153739,,,367
4,0.635051,0.00867272,0.72817844,0.54192356,8,1.01448,0.153739,,,368
4,0.635051,0.00867272,0.72817844,0.54192356,8,1.01448,0.153739,,,369
4,0.635051,0.00867272,0.72817844,0.54192356,8,1.01448,0.153739,,,370
4,0.635051,0.00867272,0.72817844,0.54192356,8,1.01448,0.153739,,,371
4,0.635051,0.00867272,0.72817844,0.54192356,8,1.01448,0.153739,,,372
4,0.635051,0.00867272,0.72817844,0.54192356,8,1.01448,0.153739,,,373
4,0.635051,0.00867272,0.72817844,0.54192356,8,1.01448,0.153739,,,374
4,0.635051,0.00867272,0.72817844,0.54192356,8,1.01448,0.153739,,,375
4,0.635051,0.00867272,0.72817844,0.54192356,8,1.01448,0.153739,,,376
4,0.635051,0.00867272,0.72817844,0.54192356,8,1.01448,0.153739,,,377
4,0.621904,0.00622956,0.700831562,0.542976438,8,1.01448,0.153739,,,378
4,0.601377,0.00448845,0.668372895,0.534381105,8,1.01448,0.153739,,,379
4,0.601377,0.00448845,0.668372895,0.534381105,8,0.971668,0.0784923,,,380
5,0.671975,0.0235272,0.825360788,0.518589212,8,0.971668,0.0784923,,,381
5,0.600553,0.00359347,0.660498559,0.540607441,8,0.971668,0.0784923,,,382
5,0.600553,0.00359347,0.660498559,0.540607441,8,0.971668,0.0784923,,,383
5,0.600553,0.00359347,0.660498559,0.540607441,8,0.971668,0.0784923,,,384
6,0.64667,0.0136281,0.763409453,0.529930547,8,0.971668,0.0784923,,,385
6,0.600078,0.00299569,0.654810897,0.545345103,8,0.971668,0.0784923,,,386
6,0.600078,0.00299569,0.654810897,0.545345103,8,0.971668,0.0784923,,,387
6,0.600078,0.00299569,0.654810897,0.545345103,8,0.971668,0.0784923,,,388
6,0.600078,0.00299569,0.654810897,0.545345103,8,0.937966,0.0373108,,,389
6,0.600078,0.00299569,0.654810897,0.545345103,8,0.937966,0.0373108,,,390
6,0.600078,0.00299569,0.654810897,0.545345103,8,0.937966,0.0373108,,,391
6,0.600078,0.00299569,0.654810897,0.545345103,8,0.937966,0.0373108,,,392
6,0.600078,0.00299569,0.654810897,0.545345103,8,0.937966,0.0373108,,,393
6,0.600078,0.00299569,0.654810897,0.545345103,8,0.937966,0.0373108,,,394
6,0.600078,0.00299569,0.654810897,0.545345103,8,0.937966,0.0373108,,,395
6,0.600078,0.00299569,0.654810897,0.545345103,8,0.937966,0.0373108,,,396
6,0.600078,0.00299569,0.654810897,0.545345103,8,0.937966,0.0373108,,,397
6,0.600078,0.00299569,0.654810897,0.545345103,8,0.937966,0.0373108,,,398
6,0.600078,0.00299569,0.654810897,0.545345103,8,0.937966,0.0373108,,,399
7,0.725787,0.0994553,1.041152344,0.410421656,8,0.903043,0.0114121,,,400
7,0.632271,0.0123074,0.743209722,0.521332278,8,0.903043,0.0114121,,,401
7,0.632271,0.0123074,0.743209722,0.521332278,8,0.903043,0.0114121,,,402
7,0.632271,0.0123074,0.743209722,0.521332278,8,0.903043,0.0114121,,,403
7,0.632271,0.0123074,0.743209722,0.521332278,8,0.903043,0.0114121,,,404
7,0.632271,0.0123074,0.743209722,0.521332278,8,0.903043,0.0114121,,,405
7,0.632271,0.0123074,0.743209722,0.521332278,8,0.903043,0.0114121,,,406
7,0.632271,0.0123074,0.743209722,0.521332278,8,0.903043,0.0114121,,,407
7,0.632271,0.0123074,0.743209722,0.521332278,8,0.903043,0.0114121,,,408
7,0.632271,0.0123074,0.743209722,0.521332278,8,0.903043,0.0114121,,,409
7,0.632271,0.0123074,0.743209722,0.521332278,8,0.903043,0.0114121,,,410
7,0.632271,0.0123074,0.743209722,0.521332278,8,0.903043,0.0114121,,,411
7,0.632271,0.0123074,0.743209722,0.521332278,8,0.903043,0.0114121,,,412
7,0.632271,0.0123074,0.743209722,0.521332278,8,0.903043,0.0114121,,,413
7,0.632271,0.0123074,0.743209722,0.521332278,8,0.903043,0.0114121,,,414
7,0.632271,0.0123074,0.743209722,0.521332278,8,0.903043,0.0114121,,,415
7,0.632271,0.0123074,0.743209722,0.521332278,8,0.903043,0.0114121,,,416
7,0.632271,0.0123074,0.743209722,0.521332278,8,0.903043,0.0114121,,,417
7,0.632271,0.0123074,0.743209722,0.521332278,8,0.903043,0.0114121,,,418
7,0.632271,0.0123074,0.743209722,0.521332278,8,0.903043,0.0114121,,,419
8,0.685161,0.0303503,0.859374375,0.510947625,8,0.898358,0.0107752,,,420
8,0.62876,0.0108553,0.732948771,0.524571229,8,0.898358,0.0107752,,,421
8,0.62876,0.0108553,0.732948771,0.524571229,8,0.898358,0.0107752,,,422
8,0.62876,0.0108553,0.732948771,0.524571229,8,0.898358,0.0107752,,,423
8,0.62876,0.0108553,0.732948771,0.524571229,8,0.898358,0.0107752,,,424
8,0.62876,0.0108553,0.732948771,0.524571229,8,0.898358,0.0107752,,,425
8,0.62876,0.0108553,0.732948771,0.524571229,8,0.898358,0.0107752,,,426
8,0.62876,0.0108553,0.732948771,0.524571229,8,0.898358,0.0107752,,,427
8,0.62876,0.0108553,0.732948771,0.524571229,8,0.898358,0.0107752,,,428
8,0.62876,0.0108553,0.732948771,0.524571229,8,0.898358,0.0107752,,,429
8,0.62876,0.0108553,0.732948771,0.524571229,8,0.898358,0.0107752,,,430
8,0.626617,0.00979457,0.72558452,0.52764948,8,0.898358,0.0107752,,,431
8,0.59125,0.00157565,0.630944458,0.551555542,8,0.898358,0.0107752,,,432
8,0.59125,0.00157565,0.630944458,0.551555542,8,0.898358,0.0107752,,,433
8,0.59125,0.00157565,0.630944458,0.551555542,8,0.898358,0.0107752,,,434
8,0.59125,0.00157565,0.630944458,0.551555542,8,0.898358,0.0107752,,,435
8,0.59125,0.00157565,0.630944458,0.551555542,8,0.898358,0.0107752,,,436
8,0.59125,0.00157565,0.630944458,0.551555542,8,0.898358,0.0107752,,,437
8,0.59125,0.00157565,0.630944458,0.551555542,8,0.898358,0.0107752,,,438
8,0.59125,0.00157565,0.630944458,0.551555542,8,0.898358,0.0107752,,,439
8,0.59125,0.00157565,0.630944458,0.551555542,8,0.893933,0.0108888,,,440
8,0.59125,0.00157565,0.630944458,0.551555542,8,0.893933,0.0108888,,,441
8,0.59125,0.00157565,0.630944458,0.551555542,8,0.893933,0.0108888,,,442
8,0.59125,0.00157565,0.630944458,0.551555542,8,0.893933,0.0108888,,,443
8,0.59125,0.00157565,0.630944458,0.551555542,8,0.893933,0.0108888,,,444
8,0.59125,0.00157565,0.630944458,0.551555542,8,0.893933,0.0108888,,,445
8,0.59125,0.00157565,0.630944458,0.551555542,8,0.893933,0.0108888,,,446
8,0.59125,0.00157565,0.630944458,0.551555542,8,0.893933,0.0108888,,,447
8,0.59125,0.00157565,0.630944458,0.551555542,8,0.893933,0.0108888,,,448
8,0.59125,0.00157565,0.630944458,0.551555542,8,0.893933,0.0108888,,,449
8,0.59125,0.00157565,0.630944458,0.551555542,8,0.893933,0.0108888,,,450
8,0.59125,0.00157565,0.630944458,0.551555542,8,0.893933,0.0108888,,,451
8,0.59125,0.00157565,0.630944458,0.551555542,8,0.893933,0.0108888,,,452
